,goodreads_book_id,original_title,book_id,tag_concat
3143,79426,Y: The Last Man Vol. 7: Paper Dolls,5181,graphic-novels comics graphic-novel science-fiction fiction
3144,79428,The Abolition of Man,6575,philosophy non-fiction christian theology religion
3145,79649,Чайка,6119,drama russian-literature russian-lit classic theater
3146,79705,Apollyon: The Destroyer Is Unleashed,4289,christian-fiction christian fiction left-behind left-behind-series
3147,79790,Magical Thinking: True Stories,1856,memoir non-fiction memoirs humor nonfiction
3148,79834,Lust for Life: A Novel of Vincent Van Gogh,6291,historical-fiction biography art fiction classics
3149,79879,From Head to Toe,6409,picture-books childrens children-s-books children animals
3150,79885,The Lincoln Lawyer ,521,mystery fiction crime michael-connelly thriller
3151,80176,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life",4504,fiction classics short-stories literature classic
3152,80369,Surveiller et punir. Naissance de la prison,5210,philosophy non-fiction history sociology theory
3153,80449,Zur Genealogie der Moral,8611,philosophy non-fiction classics nonfiction nietzsche
3154,80534,Me & Emma,5430,fiction book-club chick-lit contemporary abuse
3155,80536,Little Earthquakes,1107,fiction chicklit chic-lit romance contemporary
3156,80566,Run,3456,fiction book-club contemporary-fiction contemporary adult-fiction
3157,80568,Sam's Letters To Jennifer,1103,james-patterson fiction chick-lit patterson romance
3158,80570,Smashed: Story of a Drunken Girlhood,4391,memoir non-fiction memoirs nonfiction addiction
3159,80616,The Thin Man,5354,mystery fiction classics crime noir
3160,80630,Turning Angel,5969,default audio thrillers library fiction
3161,80631,Blood Memory,8898,mystery fiction thriller greg-iles default
3162,80642,Garlic and Sapphires: The Secret Life of a Critic in Disguise,3646,non-fiction food memoir nonfiction book-club
3163,80660,We Need to Talk About Kevin,896,fiction book-club contemporary thriller crime
3164,80670,Otherwise Known as Sheila the Great,3871,children-s children children-s-books kids childhood
3165,80672,Double Fudge,6716,childrens fiction children children-s-books children-s
3166,80674,Superfudge,2215,fiction children children-s children-s-books childhood
3167,80750,The Covenant,9760,christian-fiction amish fiction kindle christian
3168,80834,Pyongyang,7543,graphic-novels graphic-novel non-fiction comics cómics
3169,80890,Buddenbrooks: Verfall einer Familie,8503,classics fiction german german-literature germany
3170,81176,"Dude, Where's My Country?",7292,non-fiction politics humor nonfiction political
3171,81227,Infidel,1515,non-fiction memoir biography nonfiction religion
3172,81524,The Dark Hills Divide,6477,fantasy young-adult series fiction childrens
3173,81779,Συμπόσιον,3868,philosophy classics non-fiction greek nonfiction
3174,81903,Curtain: Poirot’s Last Case,6078,mystery agatha-christie fiction crime mysteries
3175,81922,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,3009,business non-fiction finance self-help personal-finance
3176,81939,The Mastery of Love: A Practical Guide to the Art of Relationship (Toltec Wisdom Book),3399,spirituality non-fiction spiritual self-help philosophy
3177,81948,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,2414,business-books self-help leadership nonfiction management
3178,81959,0,2660,non-fiction self-improvement personal-development psychology classics
3179,81992,Singularity Sky,9607,sci-fi science-fiction scifi fiction sf
3180,82192,The Crystal Cave,3818,fantasy fiction historical-fiction arthurian historical
3181,82356,0,6692,classics plays shakespeare drama fiction
3182,82397,The tragedie of King Richard the second,8896,plays classics fiction classic historical-fiction
3183,82434,Saving Francesca,5583,young-adult contemporary ya kindle wish-list
3184,82436,Looking for Alibrandi,7433,young-adult ya contemporary australian fiction
3185,82553,The Night is for Hunting,9672,young-adult ya fiction war australian
3186,82747,Angels,3998,fiction romance marian-keyes chicklit chic-lit
3187,82748,Sushi for Beginners,1711,chick-lit fiction romance chicklit chic-lit
3188,82751,Chinese Cinderella: The True Story of an Unwanted Daughter,5108,non-fiction memoir nonfiction biography china
3189,82780,Finding Cassie Crazy,6503,young-adult ya contemporary romance fiction
3190,82817,Zoya,9801,romance fiction historical-fiction historical danielle-steele
3191,82888,Dom Casmurro,7661,classics fiction brazilian-literature romance brazil
3192,82970,Lucky,1083,non-fiction memoir memoirs nonfiction biography
3193,82991,Grafarþögn,8572,mystery crime fiction iceland thriller
3194,83083,Birds of a Feather,6569,mystery historical-fiction fiction mysteries series
3195,83143,"Tatiana and Alexander (The Bronze Horseman, #2)",4471,historical-fiction romance historical historical-romance fiction
3196,83144,The Bronze Horseman,2507,romance historical historical-romance fiction series
3197,83346,"Through the Looking-Glass, and What Alice Found There",1486,classics fantasy childrens fiction adventure
3198,83369,The Mysterious Benedict Society,1293,mystery young-adult fiction fantasy childrens
3199,83539,Fantastic Voyage,5100,science-fiction sci-fi fiction scifi sf
3200,83674,The Bridges of Madison County,2015,fiction romance chick-lit classics contemporary
3201,83763,Prey,640,science-fiction sci-fi thriller michael-crichton default
3202,84022,"Welcome to the World, Baby Girl!",5615,fiction chick-lit southern book-club humor
3203,84052,"Morning, Noon & Night",6324,sidney-sheldon fiction thriller mystery suspense
3204,84054,The Stars Shine Down,6399,sidney-sheldon fiction thriller mystery romance
3205,84119,The horse and his boy,542,fantasy classics fiction young-adult childrens
3206,84132,The Dream Hunter,4030,paranormal sherrilyn-kenyon romance paranormal-romance vampires
3207,84133,Devil May Cry,5218,paranormal-romance paranormal romance sherrilyn-kenyon dark-hunter
3208,84135,Sins of the Night,5659,paranormal-romance paranormal romance sherrilyn-kenyon fantasy
3209,84136,Fantasy Lover,1840,paranormal-romance romance paranormal fantasy dark-hunter
3210,84139,Unleash the Night,4781,paranormal-romance romance sherrilyn-kenyon fantasy dark-hunter
3211,84140,"Night Embrace (Dark-Hunter, #2)",3454,paranormal-romance paranormal romance fantasy vampires
3212,84142,Kiss of the Night,4556,paranormal-romance paranormal romance sherrilyn-kenyon fantasy
3213,84144,Seize the Night,4105,paranormal-romance paranormal romance sherrilyn-kenyon vampires
3214,84145,Dance with the Devil,2545,sherrilyn-kenyon paranormal paranormal-romance romance urban-fantasy
3215,84146,Dark Side of the Moon,5760,paranormal-romance paranormal sherrilyn-kenyon fantasy dark-hunter
3216,84151,Night Play,3382,paranormal-romance paranormal romance sherrilyn-kenyon fantasy
3217,84351,0,7969,romance historical-fiction mystery historical fiction
3218,84369,The Last Battle,641,fiction classics young-adult fantasy childrens
3219,84525,What Got You Here Won't Get You There: How Successful People Become Even More Successful,5471,business non-fiction leadership career personal-development
3220,84552,Priestess of Avalon ,7961,fantasy fiction historical-fiction arthurian series
3221,84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",3495,business self-help nonfiction leadership personal-development
3222,84736,"Mary, Mary",2746,james-patterson default alex-cross mystery mystery-thriller
3223,84777,City of Bones,4025,mystery michael-connelly crime fiction thriller
3224,84785,The Overlook,4590,mystery michael-connelly fiction crime thriller
3225,84786,Void Moon,7211,mystery michael-connelly fiction crime thriller
3226,84839,Gone,3058,mystery lisa-gardner thriller suspense fiction
3227,84842,Prior Bad Acts,8545,tami-hoag mystery suspense fiction default
3228,84844,Guilty as Sin (Deer Lake #2),7126,mystery tami-hoag suspense fiction thriller
3229,84847,Ashes to Ashes,1872,mystery tami-hoag thriller suspense fiction
3230,84927,Amadeus,7055,plays drama historical-fiction fiction theatre
3231,84981,Tuck Everlasting,577,fantasy young-adult classics fiction childrens
3232,85301,Unaccustomed Earth,1310,fiction short-stories india book-club contemporary
3233,85306,Hour Game,4294,david-baldacci mystery fiction thriller baldacci
3234,85310,Mortal Prey,9468,john-sandford mystery fiction thriller default
3235,85321,The Tenth Justice,9144,fiction mystery thriller brad-meltzer suspense
3236,85379,Cruel & Unusual,1091,mystery crime fiction thriller patricia-cornwell
3237,85386,"Rabbit, Run",2464,fiction classics 1001-books literature novels
3238,85391,Rabbit Is Rich,7563,fiction pulitzer pulitzer-prize 1001-books 1001
3239,85392,Term Limits,3449,mystery default suspense flynn action
3240,85418,Just One Look,4636,mystery harlan-coben fiction thriller suspense
3241,85425,Final Jeopardy,9336,mystery fiction crime series linda-fairstein
3242,85431,"Friday Night Lights: A Town, a Team, and a Dream",2362,sports non-fiction nonfiction football sport
3243,85437,Coma,2478,fiction thriller mystery robin-cook horror
3244,85443,The Lords of Discipline,4544,fiction southern pat-conroy historical-fiction kindle
3245,85448,The Great Santini,3963,fiction southern pat-conroy contemporary-fiction book-club
3246,85459,Northern Lights,3605,romance nora-roberts romantic-suspense mystery fiction
3247,85491,The Villa,6267,romance nora-roberts contemporary-romance fiction romantic-suspense
3248,85622,Tales of a Female Nomad: Living at Large in the World,7770,travel non-fiction memoir nonfiction memoirs
3249,85679,Mutter Courage und ihre Kinder,8908,plays drama classics german theatre
3250,85733,Beach Road,3713,james-patterson mystery fiction patterson thriller
3251,85737,Treasure,9655,clive-cussler fiction adventure thriller default
3252,85957,"Assassins : Assignment: Jerusalem, Target: Antichrist",4542,christian-fiction christian fiction left-behind left-behind-series
3253,85958,The Indwelling: The Beast Takes Possession,4632,christian-fiction christian fiction left-behind left-behind-series
3254,85987,Retrato en sepia,4108,fiction historical-fiction isabel-allende historical romance
3255,85989,Princess on the Brink,8225,young-adult ya romance chick-lit meg-cabot
3256,85990,Princess Academy,1452,fantasy young-adult ya fiction middle-grade
3257,85993,Party Princess,7759,young-adult ya romance chick-lit meg-cabot
3258,86147,"Bright Lights, Big City",4429,fiction new-york novels contemporary classics
3259,86172,A Man in Full,6944,fiction literature default novels contemporary-fiction
3260,86321,Black Rose,4065,romance nora-roberts paranormal fiction contemporary-romance
3261,86424,Lifeguard,4813,james-patterson mystery fiction patterson thriller
3262,86524,The Path to Power,9004,biography history non-fiction politics nonfiction
3263,86525,Master of the Senate,7264,biography history politics non-fiction presidents
3264,86643,Mistress of the Art of Death,4413,historical-fiction mystery fiction historical historical-mystery
3265,86655,The Keep,9588,fiction mystery gothic horror book-club
3266,86658,The Secret Agent: A Simple Tale,7668,fiction literature 1001-books mystery classic
3267,86663,Ten Big Ones,1606,mystery janet-evanovich fiction series humor
3268,86737,City of Masks,9925,fantasy young-adult ya time-travel historical-fiction
3269,86856,A Cook's Tour: Global Adventures in Extreme Cuisines,5274,food non-fiction travel cooking memoir
3270,87220,Loser,7246,realistic-fiction fiction young-adult childrens ya
3271,87264,Memórias Póstumas de Brás Cubas,8589,fiction classics brazil brazilian literatura-brasileira
3272,87280,Příliš hlučná samota,9460,fiction czech novel literature classics
3273,87346,Вишнëвый сад,4974,plays classics drama russian fiction
3274,87424,Tintin au pays des Soviets,8253,comics tintin comic graphic-novel fiction
3275,87425,0,8555,graphic-novels tintin comic bd adventure
3276,87632,Ultramarathon Man: Confessions of an All-Night Runner,6712,running non-fiction sports nonfiction biography
3277,87640,PostSecret: Extraordinary Confessions from Ordinary Lives,1495,nonfiction art humor non-fiction memoir
3278,87665,Orthodoxy,4981,religion christian christianity kindle catholic
3279,87745,Wish You Well,6696,fiction historical-fiction book-club baldacci default
3280,88061,Dreams from My Father,659,biography politics memoirs biographies history
3281,88071,The Last Colony,3013,science-fiction sci-fi fiction scifi space-opera
3282,88072,Agent to the stars,9538,sci-fi science-fiction humor fiction scifi
3283,88077,Der Zauberberg,4348,fiction classics german literature german-literature
3284,88442,Austerlitz,9864,fiction historical-fiction german 1001-books literature
